Country,Detailed Locations,Began,Ended,Duration,Dead,Displaced,Damage (USD),Main cause,Severity,Affected_Area,Magnitude,Longitude,Latitude
Russia,"Far East Provinces: Primorye (Dalnerechensk), Khabarovsk ",01-Aug-96,25-Aug-96,25,4,14000,"140,000,000",Heavy Rain,1,524911.5,7.1,136.205,48.4439
Philippines,"Luzon Provinces: Pampanga, Bulacan, Tarlac, Bataan",22-Jul-96,03-Aug-96,13,89,40000,"53,700,000",Heavy Rain,1,23203.29,5.5,120.781,15.2776
China,"Guangxi Province: Guigang, Guiping, Pingnan, Tengxian, Cangwu, Wuzhou",19-Jul-96,25-Jul-96,7,0,0,,Heavy Rain,1,17021.75,5.1,111.032,23.3441
Nepal,Sindhupalchok District: Tatopani,20-Jul-96,23-Jul-96,4,61,72,,Monsoonal rain,1,3253.22,4.1,86.0093,27.8829
Bangladesh,"Central and Southern Districts: Manikganj, Dhaka, Munshiganj, Rajbari, Faridpur, Madaripur, Shariatpur",19-Jul-96,02-Aug-96,15,50,2300000,"15,000,000",Monsoonal rain,1,69103.34,6,89.9688,23.0267
Canada,Southern Quebec: Saguenay-Lac St. Jean region,19-Jul-96,22-Jul-96,4,10,12000,"750,000,000",Heavy rain,1,52912.34,5.3,-69.5894,49.6542
USA,Western Pennsylnvania,18-Jul-96,21-Jul-96,4,2,115,"20,000,000",Heavy rain,2,53521.56,5.6,-79.2426,40.99
Thailand,"Northern and Central Provinces: Chumphon, Chiang Rai, Nan, Nong Khai, Udon Thani, Rayong, Ranong",18-Jul-96,21-Aug-96,35,29,343386,"13,500,000",Tropical cyclone,1,314300.03,7,101.482,17.5507
India,"Bihar state: Kishanganj, Darbhanga, Sitamarhi, Saharsa districts",17-Jul-96,10-Aug-96,25,74,4000000,"980,000",Heavy rain,1,171939.46,6.6,85.6883,24.7685
Liberia,Monrovia,15-Jul-96,18-Jul-96,4,0,0,,Brief torrential rain,1,18255.11,4.9,-10.3271,6.61336
India,"West Bengal, Arunachal Pradesh, Assam",10-Jul-96,24-Jul-96,15,82,3000000,"85,000,000",Monsoonal rain,1,128966.83,6.3,92.3599,27.4105
Iran,Provinces: East and West Azerbaijan ,12-Jul-96,16-Jul-96,5,25,0,"15,000,000",Heavy rain,1,101579.27,5.7,46.4851,37.9198
Indonesia,Northern Sumatra: Band Aceh ,05-Jul-96,10-Jul-96,6,0,18000,,Heavy rain,1,10102.81,4.8,95.7105,5.15947
Venezuela,Southern Amazon: Amazona state,01-Jul-96,20-Jul-96,20,0,15000,,Heavy rain,2,179130.94,6.9,-65.5304,3.41039
Russia,Siberia: Irkutsk Region,03-Jul-96,07-Jul-96,5,0,220000,"266,000",Heavy rain,1,614642.51,6.5,108.345,58.4808
China,"Provinces: Zhejiang, Anhui",30-Jun-96,08-Jul-96,9,43,271200,"450,000,000",Heavy rain,2,236745.24,6.6,118.323,30.8939
Bangladesh,"Northern and Western Districts: Jamalpur, Sherpur, Khagrachari, Sirajganj, Netrakona, Gaibandha, Rangamati ",27-Jun-96,09-Jul-96,13,6,72000,,Monsoonal rain,1,59266.77,5.9,90.1016,25.2408
USA,Rajasthan state ,10-Jun-96,30-Jun-96,21,0,0,,Heavy rain,1,18336.02,5.6,-77.5231,39.6615
India,"Regions: Toscana, Veneto, Lombardia, Emilia Romagna",10-Jun-96,30-Jun-96,21,63,20000,"1,000,000,000",Monsoonal rain,1,328726.92,6.8,73.762,26.5766
Italy,"Provinces: Guizhou, Guangdong (Yanxi, Yanjiang, Daling)",19-Jun-96,23-Jun-96,5,17,300,,Heavy rain,1,66764.81,5.5,10.8096,44.2003
China,"Maryland, Pennsylvania",13-Jun-96,25-Jun-96,13,340,37770,,Heavy rain,2,233546.84,6.8,111.292,25.1596
China,"Central and Eastern Yemen Provinces: Shabwa, Maarib, Abyan, Hadramut, Al-Jawf ",30-May-96,02-Jun-96,4,0,22800,"1,200,000,000",Heavy rain,1,150091.92,5.8,115.873,27.3146
Somalia,Beledweyne,13-Jun-96,14-Jun-96,2,3,400,,Heavy rain,1,4532.73,4,45.201,4.53955
Ethiopia,"Jiangxi province (Fuzhou, Yichun, Ji'an, Yifeng)",29-May-96,10-Jun-96,13,40,50000,,Heavy rain,1,355425.81,6.7,41.9351,9.4547
Indonesia,"Eastern Ethiopia Regions: Afar, Somali",16-May-96,20-May-96,5,4,0,,Heavy rain,1,868.65,3.6,106.781,-6.60443
Yemen,"West Java: Kedung Badak, Kebun Pedas ",14-May-96,18-May-96,5,0,0,,0,1,190981.11,6,47.415,15.4695
Yemen,Western Yemen: Hudayda and Taiz regions,14-May-96,18-May-96,5,7,5000,"10,000,000",Heavy rain,1,19293.18,5,44.0349,13.6097
USA,"West Virginia, Kentuckey (Pike County), Ohio",13-May-96,20-May-96,8,0,0,,0,1,63664.15,5.7,-81.1983,38.4217
USA,"North Moravia - Bruntal, Lichnov",13-May-96,20-May-96,8,3,2500,"36,000,000",Heavy rain,1,394867.84,6.5,-88.025,39.1375
Czech Republic,"Southern Queensland (Brisbane), Northern New South Wales (Grafton)",10-May-96,14-May-96,5,1,60,"80,000,000",Heavy rain,2,9855.57,5,17.7986,49.8018
Australia,"Missouri, Ohio, Indiana, Illinois",02-May-96,09-May-96,8,4,120,,Heavy rain,2,330397.97,6.7,149.128,-27.195
Algeria,Eastern Algeria: Annaba,23-Apr-96,30-Apr-96,8,5,0,,Heavy rain,1,101896.52,5.9,6.9867,35.0342
Brazil,Pernambuco state: Recife,23-Apr-96,30-Apr-96,8,53,3000,,Heavy rain,1,18676.74,5.2,-35.4933,-8.16902
Afghanistan,"Southwestern, Western, Northern Provinces: Faryab, Faizabad-Badakhshan",09-Apr-96,23-Apr-96,15,115,120000,,Heavy rain,1,226989.81,6.5,63.6512,33.5139
Kenya,"Nyanza province: Kano, Lower Nyakach, Karachuonyo, Kisumu district (West Nyakach), Homa Bay district (East Karachuonyo)",08-Apr-96,11-Apr-96,4,0,1000,,Heavy rain,1,12428.48,4.7,34.6474,-0.478939
Ukraine,"Districts: Luhanska, Rivnenska, Khmelnitska, Belovodski, Starobelski, Swatovski, Markovski, Kremenski, Ivanofrankovsk, Kolomyisky, Snyatovsky",10-Apr-96,22-Apr-96,13,0,10000,,Snowmelt,1,592492.67,6.9,31.223,49.6247
Indonesia,"South Sumatra: Ulu Musi district - Lahat Regency (Galang, Tanjung Agung)",27-Mar-96,31-Mar-96,5,20,506,"430,000",Heavy rain,1,67734.3,5.5,104.478,-4.33874
Iran,"Provinces: Khuzestan, Lorestan, Hamadan (Saveh), Ilam (Abdanan, Shirvan, Qhardaval, Zarin Abad)",28-Mar-96,01-Apr-96,5,22,0,"7,930,000",Heavy rain,1,121599.11,5.8,48.0866,32.5397
Indonesia,Java: Pekalongan District,01-Mar-96,03-Mar-96,3,0,18584,,Heavy rain,1,15779.11,4.7,109.6,-7.25388
Mozambique,"Central and Southern Provinces: Zambezia, Gaza (Xai Xai, Chokwe), Maputo, Inhambane",13-Feb-96,29-Feb-96,17,11,200000,"14,500,000",Tropical Cyclone,1,264690.08,6.7,33.4186,-23.6894
Brazil,"Provinces: Rio de Janeiro (Itaguai, Vidigal, Rio das Pedras, Rocinha, Sao Conrado, Barra da Tijuca, Jacarepagua), Sao Paulo",13-Feb-96,15-Feb-96,3,87,10000,,Heavy rain,2,142941.34,5.9,-45.6231,-23.0627
South Africa,"Provinces: Mpumalanga, Gauteng, Free State, North West, Eastern Cape, KwaZulu-Natal, Northern",09-Feb-96,19-Feb-96,11,66,3000,"6,860,000",Heavy rain,2,582349.43,7.1,27.664,-27.7513
USA,"Oregon, Idaho (Counties: Benwah, Bonner, Boundary, Clearwater, Kootenai, Latah, Lewis, Nez Perce, Shoshone, Nez Perce Indian Reservation), Washington, Montana",07-Feb-96,13-Feb-96,7,7,24900,"500,000,000",Heavy rain,1,482618.13,6.5,-120.002,45.5728
Indonesia,Jakarta,09-Feb-96,13-Feb-96,5,20,30000,"434,800,000",Heavy rain,2,1191.77,4.1,106.829,-6.22899
Costa Rica,"Provinces: Cartago (Turrialba), Limon (Siquirres, Limon), Heredia",07-Feb-96,14-Feb-96,8,9,100000,"10,000,000",Heavy rain,1,7452.35,4.8,-83.4622,9.98513
South Africa,"Northern province: Giyani district, Mapayeni Village, Kruger Park",06-Feb-96,10-Feb-96,5,1,100,,Heavy rain,1,5035.95,4.4,30.6825,-23.242
Mozambique,Province: Gaza (Chokwe),27-Jan-96,29-Jan-96,3,0,0,,Heavy rain,1,12621.22,4.6,33.3707,-24.9044
France,"Languedoc-Roussillon Province - Herault region: Beziers, Puisserguier, Cassenon, Agde, Serignan, Puissalicon, Magalas ",27-Jan-96,30-Jan-96,4,4,600,"6,000,000",Heavy rain,1,2139.96,3.9,3.39445,43.4429
South Africa,"Durban, Ladysmith, Tokoza",24-Jan-96,27-Jan-96,4,4,1200,,Heavy rain,1,91482.85,5.6,29.5164,-28.076
Morocco,"South: Provinces - Essaouira, Azilal, Settat, Taroudant; Region - Chichaoua.
North: Provinces - Tangiers, Chefchaouen, Kenitra; Region - Gharb.
Center: Provinces - Khemisset, Sidi Kacem, Safi; Region - Casablanca.",21-Jan-96,01-Feb-96,12,23,2400,,Heavy rain,1,280206.59,6.5,-6.02507,32.8745
Canada,"Chateauguay, Quebec (town of Hinchinbrooke)",19-Jan-96,25-Jan-96,7,0,12000,,Ice jam/break-up,1,1270.17,3.9,-73.8312,45.3505
Zimbabwe,"Gokwe, Musampakaruma",16-Jan-96,22-Jan-96,7,0,0,,Heavy rain,2,18896.39,5.4,28.6842,-18.0362
USA,"New York, Pennsylvania, Ohio, West Virginia, New Jersey",15-Jan-96,21-Jan-96,7,35,200000,"532,000,000",Snowmelt,1,136058.51,6,-79.1319,41.359
Panama,"Regions: Bocas del Toro, Chiriqui, Panama, Cocle",14-Jan-96,16-Jan-96,3,6,0,,Heavy rain,1,31005.41,5,-80.1678,8.80064
Mozambique,Maputo province,12-Jan-96,15-Jan-96,4,0,5000,,Heavy rain,1,9872.23,4.6,32.4472,-26.0746
Philippines,Mindanao: Surigao del Sur province (San Miguel),06-Jan-96,12-Jan-96,7,0,2000,see notes,Heavy rain,1,4871.58,4.5,126.103,8.70101
Indonesia,Jakarta,06-Jan-96,09-Jan-96,4,10,28000,,Heavy rain,1,1173.87,3.7,106.847,-6.25757
Brazil,"Central and Southern Brazil: Sao Paulo, Sao Jose dos Campos, Rio de Janeiro, Bauru, Santa Catarina, Minas Gerais, Rio Grande do Sul",25-Dec-95,08-Jan-96,15,100,30000,,Heavy rain,1,1407835.69,7.3,-46.9398,-21.6968
Romania,"North: Transylvania, Moldova, Maramures, Cluj, Neamt
Central: Mures, Alba, Hunedoara, Bacau
South: Arad",28-Dec-95,07-Jan-96,11,2,19000,"12,000,000",Heavy rain,2,186990.55,6.6,24.0126,45.1007
South Africa,Kwazulu Natal province - Pietermaritzburg,24-Dec-95,27-Dec-95,4,18,6000,"600,000,000",Heavy rain,1,26828.55,5,31.0618,-28.7374
Philippines,"Luzon Provinces: Aurora, Cagayan, Isabela",24-Dec-95,27-Dec-95,4,0,0,,0,1,10938.81,4.6,124.471,6.76939
Philippines,Fujaira,24-Dec-95,27-Dec-95,4,18,6000,,Heavy rain,1,19778.42,4.9,121.925,17.5345
United Arab Emerates,Mindanao: Davao Province,19-Dec-95,02-Jan-96,15,0,4000,,Heavy rain,1,2987.04,4.7,56.1541,25.1783
Philippines,British Columbia,10-Dec-95,16-Dec-95,7,12,9000,,Brief torrential rain,1,6966.61,4.7,125.619,7.20654
Canada,"Washington, Oregon",29-Nov-95,07-Dec-95,9,0,0,"100,000,000",Rain and snowmelt,2,31440.12,5.8,-118.244,49.8461
USA,"Bay of Bengal region: Dhaka, Chittagong, Khulna",28-Nov-95,10-Dec-95,13,2,15000,,Rain and snowmelt,2,111709.95,6.5,-122.706,46.5287
Bangladesh,Mogadishu,10-Nov-95,13-Nov-95,4,45,0,,Tropical cyclone,1,20679.76,4.9,90.3001,22.4166
Somalia,Izmir Province,04-Nov-95,07-Nov-95,4,20,300,,Heavy rain,1,6308.13,4.4,45.3359,2.21007
Turkey,Jeddah,04-Nov-95,08-Nov-95,5,62,4800,see notes,Heavy rain,2,14859.86,5.2,27.1193,38.652
Saudi Arabia,"Luzon (Quezon), Negros, Panay, Cebu",04-Nov-95,05-Nov-95,2,5,0,"95,000,000",Heavy rain,2,34495.3,5.1,40.1454,21.1239
Philippines,Andhra Pradesh State,28-Oct-95,05-Nov-95,9,765,766000,"2,000,000",Tropical cyclone,1,209708.23,6.3,122.518,13.2727
India,"Deveci, Siazon",20-Oct-95,23-Oct-95,4,94,12000,,Tropical cyclone,1,262803.2,6,80.612,16.4132
Azerbaijan,"Florida: Southern Counties - Hendry, Martin, Palm Beach, St. Lucie",13-Oct-95,12-Nov-95,31,5,5200,,Heavy rain,1,14035.86,5.6,48.7981,41.0301
USA,"Sates: Yucatan (Cozumel, Merida), Campeche, Tabasco, Chiapas, Quintana Roo",13-Oct-95,28-Oct-95,16,0,600,"60,000,000",Heavy rain,1,34849.1,5.7,-80.9927,26.6361
Mexico,"Provinces: Los Santos, Panama",12-Oct-95,19-Oct-95,8,17,70000,"7,000,000",Tropical cyclone,1,224975.12,6.3,-90.4142,18.147
Panama,Guanacaste Province,10-Oct-95,20-Oct-95,11,1,500,"6,300,000",Heavy rain,1,13740,5.2,-80.49,8.26752
Costa Rica,"Mono, Zou",06-Oct-95,09-Nov-95,35,0,22500,,Tropical cyclone,2,11552.43,5.9,-85.3273,10.4102
Benin,"Districts: Ratnapura, Kegalle",10-Oct-95,09-Nov-95,31,0,57500,,Heavy rain,1,18117.44,5.7,2.10776,7.43332
Sri Lanka,Pampanga Province,09-Oct-95,12-Oct-95,4,6,1000,"80,000,000",Heavy rain,1,5264.98,4.3,80.5114,6.83476
Philippines,"Provinces: Quang Ngai, Binh Dinh, Quang Nam-Danang, Quang Tri, Quang Binh",09-Oct-95,26-Oct-95,18,100,450000,"90,000,000",Tropical cyclone,1,7275.47,5.1,120.606,15.2507
Vietnam,"Western Florida: Escambia, Santa Rosa, Okaloosa, Walton, Bay, Gulf, Franklin
Southern Alabama: Escambia, Conecuh
Northwestern Georgia
North Carolina",08-Oct-95,15-Nov-95,39,253,212000,"1,800,000,000",Tropical cyclone,1,26965.87,6,106.601,17.3711
USA,"Chinandega, Rivas",04-Oct-95,08-Oct-95,5,19,100000,,Tropical cyclone,2,203495.71,6.3,-84.3681,30.6405
Nicaragua,"States: Campeche, Tabasco, Quintana Roo, Yucatan, Chiapas",01-Oct-95,19-Oct-95,19,38,22000,"300,000,000",Heavy rain,1,10840.97,5.3,-86.6886,12.1417
Mexico,Pinar del Rio,30-Sep-95,02-Oct-95,3,10,100000,,Tropical cyclone,1,196526.71,5.8,-90.4962,18.9399
Cuba,"Luzon: Pampanga, Palayan City, Manila, Batangas
Panay: Iloilo
Leyte 
Samar
Negros: Bukidnon",29-Sep-95,30-Sep-95,2,0,4000,"33,000,000",Tropical cyclone,1,11847.67,4.4,-83.7471,22.388
Philippines,"Northern Districts: Dinajpur, Gaibandha, Naogaon, Santahar, Dhaka Padma, Rajshahi, Rangpur, Bogra",30-Sep-95,03-Oct-95,4,150,176000,"232,000,000",Tropical cyclone,1,189621.17,5.9,122.697,12.779
Bangladesh,"Provinces: Usulutan, San Vicente, La Paz",29-Sep-95,16-Oct-95,18,400,5300000,,Monsoonal rain,1,61580.93,6,90.2429,25.1334
El Salvador,"States: Bihar, West Bengal, Assam",27-Sep-95,12-Oct-95,16,8,10000,,Heavy rain,1,18228.56,5.5,-88.8253,13.7105
India,"Sagaing, Ayewardy",26-Sep-95,02-Oct-95,7,144,510000,,Monsoonal rain,1,308073.2,6.3,87.3749,22.4615
Myanmar,Podor,26-Sep-95,10-Oct-95,15,50,20000,,Heavy rain,1,164736.49,6.4,95.2679,20.86
Senegal,Southwest Region: Nouakchott,24-Sep-95,08-Oct-95,15,0,0,,Heavy rain,1,47808.22,5.9,-15.0548,15.8268
Mauritania,"West and Southeastern Chad: Kanem, Moyen-Chari",24-Sep-95,01-Oct-95,8,0,95000,,Heavy rain,1,144865.22,6.1,-14.5482,18.5395
Chad,"Honshu: Chugoku, Shikoku
Kyushu",24-Sep-95,24-Oct-95,31,1,0,,Heavy rain,1,517354.51,7.2,18.0044,12.9016
Japan,Eastern High Plateau Regin: Oum El Bouaghi,23-Sep-95,24-Sep-95,2,3,3800,,Tropical cyclone,1,90343.29,5.3,134.158,33.3124
Algeria,"Provinces: Quang Binh, Quang Tri, Kegalle, Da Nang, Dong Thap, Dong Thap, Kien Gang, An Giang, Tien Giang, Vinh Long, Can Tho",22-Sep-95,24-Sep-95,3,5,0,"23,000,000",Brief torrential rain,1,62914.74,5.3,6.58158,35.3388
Vietnam,"Central and Northern Togo
Central and Southwest Benin: Zou Province, Athieme Prefecture",21-Sep-95,19-Oct-95,29,153,920000,,Heavy rain,1,122975.43,6.6,108,14.0455
Togo,"Northern and Western Provinces: Has, Shkodra, Lushnja, Buna, Lezhe",21-Sep-95,28-Sep-95,8,19,30000,,Heavy rain,1,102566.52,5.9,1.13979,6.77348
Albania,"Alaska: Anchorage, Kenai Peninsula, Matanuska-Susitna",21-Sep-95,24-Sep-95,4,4,0,"10,000,000",Heavy rain,1,17072.03,4.8,19.9654,41.6303
USA,Penang Island,18-Sep-95,16-Oct-95,29,0,300,,Heavy rain,2,50389.55,6.5,-149.768,60.8522
Malaysia,"Provinces: Khammouane, Vientiane, Savannakhet, Champassak Mae Nam Khong",17-Sep-95,22-Sep-95,6,0,5120,,Heavy rain,1,1275.56,3.9,100.367,5.34767
Laos,"Provinces: Rattanakiri, Kratie",18-Sep-95,25-Sep-95,8,0,40000,,Monsoonal rain,1,72535.75,5.8,105.709,16.5417
Cambodia,"States: Sonora, Mazatlan",18-Sep-95,02-Oct-95,15,0,1348,,Monsoonal rain,1,52119.24,5.9,106.544,13.2244
Mexico,"Hachijo Island, Miyake Island, Tokyo region",14-Sep-95,22-Sep-95,9,50,25000,"9,600,000",Tropical cyclone,1,168617.63,6.2,-111.414,29.2882
Japan,"El Progreso, Valle de Sula Valley, La Lima",15-Sep-95,18-Sep-95,4,3,500,"4,000,000",Tropical cyclone,2,16375.35,5.1,139.905,35.2121
Honduras,"Guadeloupe, Antigua, Dominica, Dutch Antilles, St. Martin, Guadeloupe, St. Kitts, Nevis, Dutch Antilles, Virgin Islands, Puerto Rico, Barbados, Martinique",09-Sep-95,12-Sep-95,4,30,6000,"300,000,000",Heavy rain,1,9441.71,4.6,-87.7141,15.3937
Martinique,Sikkim State,05-Sep-95,18-Sep-95,14,20,24000,"252,000",Tropical cyclone,1,51662.9,5.9,-61.3214,15.3651
India,"Provinces: Taza, Taounate, Fez",05-Sep-95,08-Sep-95,4,35,0,,Monsoonal rain,1,6520.57,4.4,88.4616,27.5887
Morocco,"States: Uttar Pradesh, Punjab, Haryana, Rajasthan, Himachal Pradesh ",03-Sep-95,06-Sep-95,4,43,228,"258,000,000",Heavy rain,1,99919.02,5.6,-4.60431,34.3542
India,Southern Taiwan,01-Sep-95,20-Sep-95,20,600,2000000,,Monsoonal rain,1,762936.89,7.2,76.8263,28.2424
Philippines,"Mindanao: South Cotabato, Sultan Kudarat",04-Sep-95,15-Sep-95,12,180,50000,"750,000,000",Heavy rain,1,14893.78,5.3,120.745,22.8088
Philippines,"Luzon: Pampanga, Zambales, Tarlac, Manilla, Bataan",29-Aug-95,06-Sep-95,9,3,45000,"550,000",Monsoonal rain,1,23531.04,5.3,120.687,15.4632
USA,"North Carolina, South Carolina, Southeastern Georgia",26-Aug-95,29-Aug-95,4,8,300,,Heavy rain,1,176800.72,5.8,-79.4656,33.6351
Caribbean,"Eastern Islands: Martinique, Guadeloupe, Antigua, St. Vincent and the Grenadines, St. Lucia, Dominica, St. Kitts",26-Aug-95,28-Aug-95,3,3,0,,Tropical cyclone,1,8338.57,4.4,-60.8749,14.2621
Albania,"Provinces: Lezhe, Miredita, Laci",19-Aug-95,26-Aug-95,8,5,0,,Heavy rain,1,11109.46,4.9,19.9858,41.8101
South Korea,"Central Provinces: North Kyongsang, South Chungchong, Kyunggi ",24-Aug-95,27-Aug-95,4,53,16000,"246,000,000",Extra-tropical cyclone,1,33972.01,5.1,127.674,37.0506
Morocco,"Southern Region: Marrakesh, Ouarzazate, Taroudant, Ourika Valley ",17-Aug-95,18-Aug-95,2,166,210,"10,000,000",Heavy rain,2,132475.8,5.7,-7.83179,30.2769
Bangladesh,"Districits: Netrokona, Sirajganj, Gaibandha, Jamalpur, Rajshahi ",16-Aug-95,23-Aug-95,8,26,1000000,,Monsoonal rain,1,42133.44,5.5,89.9406,24.8678
Ethiopia,"Magete, Addis Ababa",11-Aug-95,18-Aug-95,8,44,2000,,Heavy rain,1,195893.72,6.2,39.9431,10.577
Nigeria,Jos - Anguwan Rukuba area,07-Aug-95,10-Aug-95,4,30,0,,Heavy rain,1,19768.44,4.9,8.96747,10.0459
USA,"Ohio: Coutnies - Champaign, Licking, Logan, Marion, Mercer, Miami, Scioto, Shelby
West Virginia: Counties - Kanawha, Lincoln",07-Aug-95,18-Aug-95,12,4,1000,,Heavy rain,1,118253.11,6.2,-82.5624,39.461
Guatemala,"Guatemala: El Naranjo, Chibuj, Milagro, Pepoptum, Maria Linda, Coyolate, Santiago
Mexico: Chiapas",04-Aug-95,23-Aug-95,20,17,7100,,Heavy rain,1,158687.9,6.5,-91.4849,15.8962
China,"Provinces: Jilin, Liaoning",25-Jul-95,28-Aug-95,35,123,3000000,,Heavy rain,2,325414.55,7.4,125.154,42.5413
Thailand,"Provinces: Phayao, Pichit, Pitsanuloke, Nakhon Sawan",01-Aug-95,09-Nov-95,101,260,4220000,"240,000,000",Heavy rain,2,444498.32,8,101.558,14.9639
North Korea,"Provinces: Huichun, Chagan, Pyongyang, Hwanghae, North Pyongyang",01-Aug-95,08-Sep-95,39,68,500000,"15,000,000,000",Heavy rain,2,120709.21,7,128.595,40.3499
Philippines,"Luzon Provinces: Pampanga, Zambales, Tarlac",29-Jul-95,31-Jul-95,3,0,20000,"5,000,000",Tropical cyclone,1,9189.85,4.4,120.64,15.2263
Pakistan,"Provinces: Punjab, Sindh, Baluchistan, North West Frontier",19-Jul-95,10-Aug-95,23,600,600000,,Monsoonal rain,1,672265.35,7.2,68.5019,29.8869
Bangladesh,"Northern Districts: Kurigam, Netrokona, Gaibandha, Sherpur ",04-Jul-95,22-Jul-95,19,250,15000000,,Monsoonal rain,1,15621.62,5.5,88.9998,25.7626
Ghana,Southern Ghana - Accra,05-Jul-95,07-Jul-95,3,22,55000,"15,000,000",Heavy rain,2,120779.51,5.9,-1.06662,6.4376
Canada,"Alberta: Edmonton, Calgary, Red Deer",05-Jul-95,12-Jul-95,8,0,5000,,Heavy rain,1,184528.76,6.2,-112.773,52.8501
China,"Provinces: Sichuan, Hubei",05-Jul-95,19-Jul-95,15,65,25000,,Heavy rain,2,231371.29,6.8,108.209,30.1801
Paraguay,Asuncion,05-Jul-95,05-Jul-95,1,0,27000,,Heavy rain,1,50608.04,4.7,-57.4637,-23.8173
Togo,Lome Districts,03-Jul-95,05-Jul-95,3,3,150000,,Brief torrential rain,1,3634.99,4,1.29451,6.28328
Georgia,republic of Abkhazia ,01-Jul-95,11-Jul-95,11,5,0,"2,200,000",Heavy rain,1,8421.62,5,41.4993,42.9785
Ukraine,Kharkov,29-Jun-95,11-Jul-95,13,0,0,,Heavy rain,1,5183.65,4.8,36.2744,49.9115
Cuba,"Central and Western Cities: Havana, Matanzas, Cienfuegos, Sancti Spiritus, Ciego de Avila, Villa Clara",21-Jun-95,23-Jun-95,3,3,5000,,Heavy rain,1,56146.8,5.2,-81.5247,22.3839
India,"States: Assam, Meghalaya",20-Jun-95,23-Jun-95,4,17,1000000,,Monsoonal rain,1,102906.11,5.6,92.8902,26.0363
Nepal,"Eastern Districts: Baglung, Lamjung, Solukhumbu, Khotang, Okhaldhunga ",19-Jun-95,25-Jul-95,37,139,10000,"2,000,000",Monsoonal rain,1,71916.18,6.4,85.8796,27.6214
Bangladesh,"North and East Districts: Sylhet, Sirajganj, Sunamganj, Gaibandha, Netrokona, Tangail, Moulavibazar, Khagrachari, Maikganj",16-Jun-95,23-Jun-95,8,105,2000000,"200,000,000",Monsoonal rain,1,68353.34,5.7,90.2429,25.1211
Azerbaijan,"Azerbaijan Beilagan, Gakh, Agdash, Adjabedi, Barda, Gekchay, Shaki, Lenkoran, Yardimili, Lerik, Astara ",15-Jun-95,25-Jun-95,11,0,1500000,"5,500,000",Heavy rain,1,80964.31,5.9,47.6973,40.1555
India,Mizoram State,02-Jun-95,03-Jun-95,2,40,3200,,Heavy rain,1,20147.72,4.6,92.8575,23.2582
Norway,"Southern, Eastern, and Central regions",01-Jun-95,14-Jun-95,14,1,4000,"290,000,000",Rain and snowmelt,2,162737.01,6.7,9.00832,60.746
Germany,Southern Germany,01-Jun-95,05-Jun-95,5,4,0,,Heavy rain,1,57984.4,5.5,10.7405,48.1302
Iran,Tehran Province: Khavar-Shah township,31-May-95,03-Jun-95,4,10,200,,Brief torrential rain,1,29482,5.1,51.6601,35.5798
Tanzania,Dar es Salaam,27-May-95,01-Jun-95,6,4,20000,,Heavy rain,1,5076.78,4.5,39.0934,-6.7697
Romania,"Counties: Olt, Teleorman, Gorj, Dolj, Arges",23-May-95,26-May-95,4,0,1000,,Heavy rain,1,31756.96,5.1,24.296,44.5922
Bangladesh,"Divisions: Chittagong, Khulna, Dhaka, Barisal",17-May-95,24-May-95,8,41,351000,"300,000",Heavy rain,1,61217.96,5.7,90.0958,22.9967
China,"Provinces: Jiangxi, Hunan, Hubei, Anhui, Zhejiang, Fujian, Guangxi, Guangdong, Guizhou, Jiangsu
",15-May-95,15-Aug-95,93,1530,7000000,"14,400,000,000",Heavy rain,2,1668229.65,8.5,112.827,28.2914
Sri Lanka,"Provinces: Western, Northwestern, Sabaragamuwa, Southern",07-May-95,11-May-95,5,1,40000,"400,000",Heavy rain,1,27548.59,5.1,80.1122,7.89697
USA,"Mississippi, Missouri, Illinois, Kansas, Nebraska, Oklahoma",10-May-95,01-Jun-95,23,3,5000,"10,000,000",Heavy rain,1,472141.86,7,-89.5648,36.7237
Indonesia,"Sumatra: North Sumatra - Tapanuli Selatan, Labuhan Batu. Bengkulu - Rejang Lebong 
Java: Central Java - Cilacap district",01-May-95,13-May-95,13,55,17500,"600,000,000",Heavy rain,1,46605.13,5.8,99.2856,2.5585
USA,Louisiana: New Orleans,07-May-95,13-May-95,7,6,20000,"3,000,000,000",Heavy rain,1,19344.57,5.1,-90.104,29.9011
Ethiopia,Eastern Ogaden Region,28-Apr-95,15-May-95,18,27,89875,"500,000",Heavy rain,2,67450.15,6.4,43.2278,5.17608
Italy,"Piemonte Region Provinces: Cuneo, Asti, Turin",24-Apr-95,30-Apr-95,7,3,0,,Rain and snowmelt,1,24761.82,5.2,7.32512,44.9518
Iran,Khorasan Province: Mashhad,21-Apr-95,23-Apr-95,3,9,50,,Brief torrential rain,1,147607.47,5.6,58.9894,35.2121
Afghanistan,Takhar Province: Chai Aab district,19-Apr-95,21-Apr-95,3,10,6000,,Heavy rain,1,15369.85,4.7,69.7177,36.6338
China,Guangdong Province,20-Apr-95,21-Apr-95,2,40,300000,,Heavy rain,1,169667.47,5.5,113.285,22.8414
Argentina,Buenos Aires Province,06-Apr-95,11-Apr-95,6,6,6000,,Heavy rain,2,303423.64,6.6,-60.068,-37.1326
Russia,"Caspian Sea regions: Dagestan, Kalmykia",14-Mar-95,14-Mar-95,1,2,2400,,Heavy rain,1,115668.65,5.1,45.9569,44.8374
